"id_mandato","cargo","sg_uf","ano_eleicao","nome_tse","forma_saida","data_evento","precisao_data","assumiu","fonte_1","trecho_1","fonte_2","trecho_2","confianca","observacao"
"M2022_RR_4_11_230001604254","VICE-GOVERNADOR","RR","2022","EDILSON DAMIÃO LIMA","assumiu_titular","2026-03-27","ato","","https://web.archive.org/web/20260420070659/https://portal.rr.gov.br/antonio-denarium-encerra-ciclo-com-balanco-de-gestao-e-transmite-cargo-de-governador-a-edilson-damiao/","O governador Antonio Denarium assinou, nesta sexta-feira, 27, o termo de renúncia ao cargo durante Sessão Solene realizada na Assembleia Legislativa Estadual. Com o ato, ele transmitiu o Executivo estadual para o agora recém-empossado governador Edilson Damião","https://g1.globo.com/politica/eleicoes/2026/noticia/2026/03/27/edilson-damiao-toma-posse-como-governador-de-roraima-apos-renuncia-de-denarium.ghtml","Ex-vice, Edilson Damião tomou posse como governador de Roraima nesta sexta-feira (27), em cerimônia na Ale-RR.","alta","A forma_atual do banco (renúncia) está errada: o mandato de vice terminou quando assumiu o governo em definitivo, em 27/03/2026, após a renúncia de Antonio Denarium. Coluna da Folha BV (12/06/2026) informa que depois o TSE cassou o mandato de Edilson Damião como governador e que assumiu o presidente da ALE-RR, Soldado Sampaio; essa cassação encerra o mandato de governador exercido por ele, não o de vice. Não conferi a data nem o teor da decisão do TSE, porque o portal do TSE recusou a consulta. Fonte_1 atualizada em 21/09/2026 para pagina oficial do orgao, apos conferir o trecho no documento baixado; a fonte de imprensa que estava em fonte_1 passa a fonte_2, como pista."
"M2018_RS_3_45_210000622367","GOVERNADOR","RS","2018","EDUARDO FIGUEIREDO CAVALHEIRO LEITE","renuncia","2022-03-31","ato","Ranolfo Vieira Júnior","https://www.palaciopiratini.rs.gov.br/ranolfo-vieira","Com a renúncia de Leite, Ranolfo se tornou governador em 31 de março de 2022.","https://agenciabrasil.ebc.com.br/politica/noticia/2022-03/governador-do-rs-oficializa-renuncia","O governador do Rio Grande do Sul, Eduardo Leite, oficializou sua renúncia do comando do estado nesta quinta-feira (31) para disputar as eleições de 2022.","alta","Renúncia anunciada em 28/03/2022 e formalizada em 31/03/2022 (Agência Brasil, publicada em 31/03/2022), para disputar a eleição de 2022. Texto da ALRS republicado pelo Portal de Notícias e pelo Brasil de Fato diz que a renúncia foi 'oficializada à Casa Legislativa na tarde de ontem', o que pode indicar entrega do ofício em 30/03; a posse do sucessor e a transmissão do cargo ocorreram em 31/03/2022. Página original da ALRS (ww4.al.rs.gov.br/noticia/327906) e do Portal do Estado do RS retornaram erro (500/404) em 13/09/2026, por isso não serviram como fonte_1. Fonte_1 atualizada em 21/09/2026 para pagina oficial do orgao, apos conferir o trecho no documento baixado; a fonte de imprensa que estava em fonte_1 passa a fonte_2, como pista."
"M2018_RS_4_45_210000622362","VICE-GOVERNADOR","RS","2018","RANOLFO VIEIRA JUNIOR","assumiu_titular","2022-03-31","ato","","https://agenciabrasil.ebc.com.br/politica/noticia/2022-03/governador-do-rs-oficializa-renuncia","O governo do Rio Grande do Sul será assumido pelo vice-governador, Ranolfo Vieira Júnior.","https://www.brasildefato.com.br/2022/04/01/eduardo-leite-renuncia-e-vice-assume-como-governador-do-rio-grande-do-sul/","Em sessão solene realizada no final da tarde de quinta-feira (31), na Assembleia Legislativa, Ranolfo Vieira Júnior (PSDB) tomou posse como novo chefe do executivo gaúcho.","alta","Posse como governador na sessão solene extraordinária da ALRS em 31/03/2022, após a renúncia de Eduardo Leite; exerceu o governo até o fim do mandato. A Agência Brasil (31/03/2022) anuncia a sucessão sem dar a hora da posse; o Brasil de Fato (01/04/2022) e o texto da ALRS republicado pelo Portal de Notícias ('quinta-feira (31/03), o Parlamento gaúcho deu posse ao até então vice-governador Ranolfo Vieira Júnior') confirmam a data. Cargo de vice-governador vago no restante do mandato."
"M2002_SC_3_15_187","GOVERNADOR","SC","2002","LUIZ HENRIQUE DA SILVEIRA","renuncia","2006-07-07","ato","Eduardo Pinho Moreira","https://web.archive.org/web/20220102133340/https://www.scm.sc.gov.br/scm/cool_timeline/eduardo-pinho-moreira-2006-2007/","Exerceu o mandato de 1º de janeiro de 2003 a 7 de julho de 2006. Nesta data assumiu o Governo do Estado, com a renúncia do então governador Luiz Henrique da Silveira, que deixou o Executivo para se dedicar à campanha.","https://memoriapolitica.alesc.sc.gov.br/biografia/1158-Eduardo_Pinho_Moreira","Assumiu interinamente o Governo do Estado, de 9 de abril a 6 de julho de 2006.","media","Forma segura (renúncia para se dedicar à campanha de reeleição), data incerta. Luiz Henrique deixou o exercício em 09/04/2006 (fim_wp) e não voltou nesse mandato, mas as fontes indicam licença seguida de renúncia formal em julho. A Casa Militar de SC (página arquivada, fonte_1) dá o fim do mandato de vice de Moreira e sua assunção por renúncia em 07/07/2006; a Memória Política da ALESC dá a interinidade de Moreira de 09/04 a 06/07/2006, com o presidente do TJSC Pedro Manoel Abreu no governo de 7 a 14/07/2006 'na ausência do titular, Eduardo Pinho Moreira', e depois Moreira 'efetivo'; a página do governador em sc.gov.br capturada em 05/07/2006 traz 'Eduardo Pinho Moreira Governador de Estado em Exercício' e a de 08/12/2006 'Governador do Estado'. Divergem: CPDOC/FGV ('em 9 de abril de 2006 renunciou ao governo'), a biografia de LHS na ALESC (mandato até 09/04/2006) e a própria página de LHS na Casa Militar ('licenciou-se do cargo' e 'Em abril de 2006 renunciou', exercício até 08/04/2006). Não localizei o ato de renúncia nem publicação no DOE/ALESC; data_evento pode ser 06/07 ou 07/07/2006, ou 09/04/2006 se o afastamento de abril já foi renúncia."
"M2006_SC_3_15_10022","GOVERNADOR","SC","2006","LUIZ HENRIQUE DA SILVEIRA","renuncia","2010-03-25","ato","Leonel Pavan","https://web.archive.org/web/20181130114354/http://www.scm.sc.gov.br:80/scm/cool_timeline/luiz-henrique-da-silveira/","Renunciou ao cargo de Governador em 25 de março de 2010 para concorrer a uma vaga no Senador Federal.","https://memoriapolitica.alesc.sc.gov.br/biografia/638-Luiz_Henrique_da_Silveira","Deixou o cargo de Governador, em 25 de março de 2010, para disputar o de Senador, sendo substituído pelo Vice-Governador, Leonel Pavan .","alta","Renúncia para disputar o Senado (eleito em 2010). fonte_1 é página da Secretaria Executiva da Casa Militar de SC, hoje fora do ar (404), lida no Internet Archive; a mesma página dá o exercício 'de 01 de janeiro de 2007 até 25 de março de 2010'. A Memória Política da ALESC dá o mandato 01/01/2007 - 25/03/2010; CPDOC/FGV registra renúncia em março de 2010. Não localizei notícia contemporânea nem ato no DOE."
"M2014_SC_3_55_240000000207","GOVERNADOR","SC","2014","JOÃO RAIMUNDO COLOMBO","renuncia","2018-04-05","ato","Eduardo Pinho Moreira","https://agenciaal.alesc.sc.gov.br/index.php/noticia_single/eduardo-pinho-moreira-toma-posse-como-governador-titular-em-solenidade-na-a","Moreira foi reeleito vice-governador em 2014, na chapa encabeçada por Raimundo Colombo, que entregou carta de renúncia ao Parlamento Catarinense na quinta-feira (5), desincompatibilizando-se do cargo para concorrer ao Senado Federal","https://g1.globo.com/sc/santa-catarina/noticia/colombo-entrega-carta-de-renuncia-na-alesc-para-disputar-eleicoes.ghtml","O governador licenciado Raimundo Colombo (PSD) entregou pessoalmente na Assembleia Legislativa de Santa Catarina (Alesc) nesta quinta-feira (5) a carta de renúncia ao cargo do chefe de poder Executivo estadual.","alta","Renúncia para disputar o Senado. Colombo estava licenciado desde 16/02/2018, quando transmitiu o governo ao vice Eduardo Pinho Moreira (G1, 05/04/2018). A carta foi entregue à ALESC em 05/04/2018 às 13h30; a mensagem de renúncia foi lida, o cargo declarado vago e Moreira empossado em 06/04/2018 (Agência AL, 06/04/2018). A Memória Política da ALESC registra 'Renunciou ao cargo de Governador em 5 de abril de 2018.' Adotei a data da entrega da carta; a vacância formal é de 06/04/2018."
"M2002_SC_4_15_189","VICE-GOVERNADOR","SC","2002","EDUARDO PINHO MOREIRA","assumiu_titular","2006-07-07","ato","","https://web.archive.org/web/20220102133340/https://www.scm.sc.gov.br/scm/cool_timeline/eduardo-pinho-moreira-2006-2007/","Exerceu o mandato de 1º de janeiro de 2003 a 7 de julho de 2006. Nesta data assumiu o Governo do Estado, com a renúncia do então governador Luiz Henrique da Silveira","https://memoriapolitica.alesc.sc.gov.br/biografia/1158-Eduardo_Pinho_Moreira","Assumiu interinamente o Governo do Estado, de 9 de abril a 6 de julho de 2006.","media","Moreira exerceu o governo interinamente a partir de 09/04/2006 (fim_wp), com o afastamento de Luiz Henrique para a campanha, e passou a titular em julho de 2006; governou até 01/01/2007. A Casa Militar de SC (página arquivada) dá 07/07/2006; a ALESC dá interinidade até 06/07/2006, depois o presidente do TJSC Pedro Manoel Abreu de 7 a 14/07/2006 'na ausência do titular', e em seguida 'Eduardo tornou-se efetivo na função até 31 de dezembro de 2006'. A página do governador em sc.gov.br capturada em 05/07/2006 diz 'Governador de Estado em Exercício'; a de 08/12/2006, 'Governador do Estado'. CPDOC/FGV diverge ('Em abril de 2006, foi empossado à frente do governo do estado com a renúncia de Luís Henrique'). Se o afastamento de abril já foi renúncia, a data seria 09/04/2006. Cargo de vice-governador vago no restante do mandato."
"M2006_SC_4_15_10025","VICE-GOVERNADOR","SC","2006","LEONEL ARCANGELO PAVAN","assumiu_titular","2010-03-25","ato","","https://web.archive.org/web/20220102133611/https://www.scm.sc.gov.br/scm/cool_timeline/leonel-arcangelo-pavan/","Em 25 de março de 2010, com a renúncia do titular Luiz Henrique da Silveira para disputar uma vaga no Senado federal, Leonel Pavan na qualidade de vice-governador assumiu o Governo do Estado de Santa Catarina","https://memoriapolitica.alesc.sc.gov.br/biografia/960-Leonel_Pavan","Leonel Pavan assumiu interinamente algumas vezes como Governador do Estado e, com a renúncia do titular que concorreu ao Senado, tornou-se efetivo de 25 de março a 31 de dezembro de 2010.","alta","Assumiu o governo em definitivo em 25/03/2010 com a renúncia de Luiz Henrique da Silveira e governou até o fim do mandato. fonte_1 é página da Casa Militar de SC hoje fora do ar, lida no Internet Archive ('Vice-Governador de Santa Catarina no período de 01 de janeiro de 2007 até 25 de março de 2010'). Cargo de vice-governador vago no restante do mandato."
"M2014_SC_4_55_240000000208","VICE-GOVERNADOR","SC","2014","EDUARDO PINHO MOREIRA","assumiu_titular","2018-04-06","ato","","https://agenciaal.alesc.sc.gov.br/index.php/noticia_single/eduardo-pinho-moreira-toma-posse-como-governador-titular-em-solenidade-na-a","O governador em exercício, Eduardo Pinho Moreira, tomou posse como titular do cargo durante sessão solene realizada no Plenário Osni Régis da Assembleia Legislativa, na manhã desta sexta-feira (6)","https://g1.globo.com/sc/santa-catarina/noticia/pinho-moreira-toma-posse-como-governador-de-sc.ghtml","Eduardo Pinho Moreira (MDB) tomou posse como governador de Santa Catarina na manhã desta sexta-feira (6). A cerimônia começou por volta das 10h30 na Assembleia Legislativa de Santa Catarina (Alesc) em Florianópolis .","alta","A forma_atual do banco (fim_regular, via Wikidata) está errada. Moreira exercia o governo interinamente desde 16/02/2018, com a licença de Raimundo Colombo, e tornou-se titular em 06/04/2018, após a renúncia entregue em 05/04/2018; governou até 01/01/2019 (Memória Política da ALESC: 'Governador(a) 06/04/2018 - 01/01/2019'). A Wikipédia (fim_wp 2018-04-05) usa a data da carta de renúncia. Cargo de vice-governador vago no restante do mandato."
"M2010_SE_3_13_260000000173","GOVERNADOR","SE","2010","MARCELO DEDA CHAGAS","falecimento","2013-12-02","ato","Jackson Barreto","https://memoria.ebc.com.br/agenciabrasil/noticia/2013-12-02/morre-governador-de-sergipe-marcelo-deda","Morre o governador de Sergipe, Marcelo Déda 02/12/2013 - 5h47 Política Marcos Chagas Repórter da Agência Brasil Brasília - Morreu hoje (2), aos 53 anos, o governador de Sergipe, Marcelo Déda.","http://g1.globo.com/se/sergipe/noticia/2013/12/morre-o-governador-de-sergipe-marcelo-deda.html","O governador de Sergipe, Marcelo Déda (PT), de 53 anos, morreu às 4h45 desta segunda-feira (2) no Hospital Sírio-Libanês, em São Paulo","alta","Déda estava licenciado desde maio de 2013 para tratar um câncer, e o vice Jackson Barreto já exercia o governo interinamente. Com a morte, a Assembleia declarou a vacância e deu posse definitiva a Jackson Barreto em 10/12/2013 (g1 SE, 10/12/2013). O senador Antonio Carlos Valadares registrou no Senado (04/12/2013) que Déda 'nos deixou na madrugada de segunda-feira passada'. Data coincide com o fim_wp."
"M2014_SE_3_15_260000000077","GOVERNADOR","SE","2014","JACKSON BARRETO DE LIMA","renuncia","2018-04-06","ato","Belivaldo Chagas","https://al.se.leg.br/renuncia-casa-legislativa-recebe-oficio-de-renuncia-do-governador-de-sergipe/","O governador do Estado de Sergipe, Jackson Barreto, emitiu ofício nesta última sexta-feira, dia 06 de abril, informando ao então presidente da Assembleia Legislativa de Sergipe, Luciano Bispo","https://g1.globo.com/se/sergipe/noticia/jackson-barreto-deixa-governo-de-sergipe-para-concorrer-ao-senado.ghtml","O governador de Sergipe, Jackson Barreto (MDB), deixou o cargo nesta sexta-feira (6). Quem assume o governo é Belivaldo chagas (PSD) que, até então, era o vice-governador.","alta","Fonte_1 (Agência de Notícias da Alese, 07/04/2018) informa ofício de renúncia de 06/04/2018; fonte_2 (g1 SE, 07/04/2018) diz que Jackson deixou o cargo na sexta-feira (6) para concorrer ao Senado. Belivaldo Chagas tomou posse na Alese na manhã de sábado, 07/04/2018. Agência Brasil (09/04/2018) lista Jackson Barreto entre os seis governadores que deixaram o cargo. Data coincide com o fim_wp. O portal da Alese exibe hoje 'conteúdo indisponível período eleitoral'; o texto foi lido pela API pública do próprio site (https://al.se.leg.br/wp-json/wp/v2/posts?slug=renuncia-casa-legislativa-recebe-oficio-de-renuncia-do-governador-de-sergipe)."
"M2010_SE_4_13_260000000174","VICE-GOVERNADOR","SE","2010","JACKSON BARRETO DE LIMA","assumiu_titular","2013-12-10","ato","","http://g1.globo.com/se/sergipe/noticia/2013/12/jackson-barreto-toma-posse-como-governador-em-sergipe.html","No fim da manhã desta terça-feira (10), o governador em exercício Jackson Barreto (PMDB) tomou posse em definitivo do cargo de governador de Sergipe durante solenidade realizada na Assembleia Legislativa de Sergipe, em Aracaju.","https://memoria.ebc.com.br/agenciabrasil/noticia/2013-12-02/morre-governador-de-sergipe-marcelo-deda","Advogado formado pela Universidade Federal de Sergipe, o político estava no segundo mandato. No seu lugar assumirá o vice-governador, Jackson Barreto, do PMDB.","media","A vacância ocorreu com a morte de Déda em 02/12/2013 (data do fim_wp), mas a posse definitiva na Assembleia foi em 10/12/2013 (fonte_1, g1 SE, publicada em 10/12/2013); uso esta data por ser a da assunção em definitivo. Jackson exercia o governo interinamente desde maio de 2013, durante a licença de Déda. A fonte_2 (Agência Brasil) confirma a sucessão, sem a data da posse; o g1 SE de 07/12/2013 anunciou a sessão para terça-feira (10), mas é do mesmo veículo da fonte_1. Não localizei notícia da Alese de 2013 on-line (o portal atual só guarda notícias a partir de 2015)."
"M2014_SE_4_15_260000000078","VICE-GOVERNADOR","SE","2014","BELIVALDO CHAGAS SILVA","assumiu_titular","2018-04-07","ato","","https://al.se.leg.br/belivaldo-chagas-toma-posse-como-governador-na-alese/","O governador de Sergipe, Belivaldo Chagas (PSD), tomou posse na manhã deste sábado (07) no plenário Pedro Barreto de Andrade da Assembleia Legislativa de Sergipe (Alese), após a saída de Jackson Barreto (MDB)","https://g1.globo.com/se/sergipe/noticia/jackson-barreto-deixa-governo-de-sergipe-para-concorrer-ao-senado.ghtml","O vice-governador Belivaldo Chagas assumiu o governo do estado neste sábado (7).","alta","Posse em 07/04/2018 (sábado), um dia depois do ofício de renúncia de Jackson Barreto (06/04/2018). O fim_wp (2018-04-06) diverge em um dia das fontes; fico com 2018-04-07. Fonte_1 publicada pela Agência de Notícias da Alese em 07/04/2018. Belivaldo governou até o fim do mandato e foi reeleito em 2018. O portal da Alese exibe hoje 'conteúdo indisponível período eleitoral'; o texto foi lido pela API pública do próprio site (https://al.se.leg.br/wp-json/wp/v2/posts?slug=belivaldo-chagas-toma-posse-como-governador-na-alese)."
"M1998_SP_3_45_250002503000451","GOVERNADOR","SP","1998","MÁRIO COVAS JUNIOR","falecimento","2001-03-06","ato","Geraldo José Rodrigues Alckmin Filho","http://www1.folha.uol.com.br/folha/brasil/ult96u16330.shtml","O governador licenciado de São Paulo, Mário Covas (PSDB), acaba de morrer, aos 70, de falência múltipla dos órgãos, após ficar internado no Incor (Instituto do Coração) por nove dias.","https://www18.fgv.br/cpdoc/acervo/dicionarios/verbete-biografico/mario-covas-junior","Durante o carnaval de 2001, passou mal em Bertioga (SP ) e foi levado de helicóptero ao Incor. Faleceu nesse hospital em 6 de março de 2001.","alta","Morte no Incor em 06/03/2001 (Folha Online, 06/03/2001, 06h00). Covas estava licenciado por doença e o vice Geraldo Alckmin já exercia o governo interinamente em 2001 (CPDOC, verbete de Alckmin), passando a governador em definitivo com a morte do titular. fim_wp confere. Nenhuma fonte oficial do governo paulista ou da Alesp foi lida."
"M2002_SP_3_45_5515","GOVERNADOR","SP","2002","GERALDO JOSÉ RODRIGUES ALCKMIN FILHO","renuncia","2006-03-31","ato","Claudio Salvador Lembo","https://www.al.sp.gov.br/noticia/?id=265531","Foi entregue à Assembléia Legislativa, às 19h20 desta quinta-feira, 30/3, a carta de renúncia de Geraldo Alckmin ao cargo de governador do Estado. Alckmin está se afastando em definitivo do governo paulista para concorrer à Presidência da República.","http://www1.folha.uol.com.br/folha/brasil/ult96u77188.shtml","Cláudio Lembo (PFL) assumiu nesta sexta-feira o cargo de governador do Estado de São Paulo no lugar do tucano Geraldo Alckmin, que renunciou para concorrer à Presidência da República.","alta","Renúncia para disputar a Presidência da República. A carta foi entregue e lida na Alesp em 30/03/2006, e o ofício transcrito pela Alesp diz 'me afasto definitivamente do cargo de Governador do Estado no dia 31 de março de 2006'. Cláudio Lembo tomou posse na Alesp em 31/03/2006 (Folha Online, 31/03/2006). data_evento = data de efeito indicada na carta. fim_wp confere."
"M2006_SP_3_45_10106","GOVERNADOR","SP","2006","JOSÉ SERRA","renuncia","2010-04-02","ato","Alberto Goldman","https://www1.folha.uol.com.br/poder/2010/04/715682-serra-formaliza-renuncia-ao-governo-de-sao-paulo.shtml","me afasto definitivamente do cargo de Governador do Estado no dia 2 de abril de 2010."" O vice, Alberto Goldman, ex-deputado federal pelo mesmo partido, assumirá o governo paulista até o final da gestão, em dezembro.","https://www18.fgv.br/cpdoc/acervo/dicionarios/verbete-biografico/goldman-alberto","Assumiu oficialmente o Governo do estado de São Paulo em 02 de abril de 2010, devido à desincompatibilização e renúncia de José Serra para disputar as eleições presidenciais em Outubro.","alta","Renúncia para disputar a Presidência da República. Carta à Alesp com afastamento definitivo em 02/04/2010, publicada no Diário Oficial de São Paulo na véspera do feriado, segundo a Folha (Reuters, 02/04/2010). Despedida pública em 31/03/2010. O Diário Oficial e a página da Alesp não foram lidos. fim_wp confere."
"M2014_SP_3_45_250000001672","GOVERNADOR","SP","2014","GERALDO JOSÉ RODRIGUES ALCKMIN FILHO","renuncia","2018-04-06","ato","Márcio Luiz França Gomes","https://www1.folha.uol.com.br/poder/2018/04/alckmin-baixa-tom-em-criticas-ao-pt-ao-deixar-governo-franca-cutuca-doria.shtml","Ao transmitir o cargo de governador de São Paulo, nesta sexta-feira (6) para disputar a eleição presidencial, Geraldo Alckmin (PSDB) baixou o tom nas críticas ao PT","https://www.camara.leg.br/deputados/141497/biografia","Vice-Governador(a), SP, Partido: PSB, Período: 2015 a 2018; Governador(a), SP, Partido: PSB, Período: 2018 a 2019.","media","Renúncia para disputar a Presidência da República, com transmissão do cargo a Márcio França em 06/04/2018 (Folha, 06/04/2018). A segunda fonte, a biografia de Márcio França na Câmara, confirma a passagem de vice a governador em 2018 sem dar a data, por isso a confiança é média. Não localizei a carta de renúncia, a notícia da Alesp nem o Diário Oficial, de modo que a data exata do ato de renúncia pode ser anterior à transmissão. fim_wp confere."
"M2018_SP_3_45_250000612596","GOVERNADOR","SP","2018","JOÃO AGRIPINO DA COSTA DORIA JUNIOR","renuncia","2022-03-31","ato","Rodrigo Garcia","https://g1.globo.com/sp/sao-paulo/noticia/2022/04/01/rodrigo-garcia-toma-posse-como-governador-de-sp.ghtml","Nesta quinta-feira (31), João Doria ( PSDB ) oficializou, em pronunciamento no Palácio dos Bandeirantes, a sua saída do governo de São Paulo e afirmou que vai manter a sua pré-candidatura à Presidência da República pelo partido.","https://www1.folha.uol.com.br/poder/2022/04/rodrigo-antecipa-tom-de-campanha-em-1a-agenda-como-governador-de-sp.shtml","O tucano assumiu o Governo de São Paulo após a renúncia de Doria na quinta-feira (31).","alta","Renúncia para disputar a Presidência da República, anunciada e oficializada em 31/03/2022 no Palácio dos Bandeirantes (G1 e Folha, ambas de 01/04/2022). Rodrigo Garcia tomou posse na manhã de 01/04/2022, dada pelo presidente da Alesp no Bom Prato de Paraisópolis, data que fim_wp registra. A CNN Brasil (31/03/2022) anunciava a assunção do vice para 2 de abril. Não localizei a carta de renúncia nem o Diário Oficial, de modo que o efeito formal pode ter sido 01/04/2022."
"M1998_SP_4_451_250002504004511","VICE-GOVERNADOR","SP","1998","GERALDO JOSÉ RODRIGUES ALCKMIN FILHO","assumiu_titular","2001-03-06","ato","","http://www1.folha.uol.com.br/folha/brasil/ult96u16360.shtml","Geraldo Alckmin (PSDB) assumiu automaticamente o governo de São Paulo com a morte do governador Mário Covas. Não é necessário cerimônias oficiais para que ele tome posse do cargo.","https://www18.fgv.br/cpdoc/acervo/dicionarios/verbete-biografico/alckmin-filho-geraldo","Em 2001 voltou a assumir o governo do estado em substituição a Mário Covas, que se afastou por motivo de doença e veio a falecer em 6 de março.","alta","Já exercia o governo interinamente desde o afastamento de Covas por doença em 2001 e passou a governador em definitivo com a morte do titular em 06/03/2001, sem necessidade de nova cerimônia de posse (Folha Online, 06/03/2001, 09h29). Cargo de vice-governador vago de 06/03/2001 até o fim do mandato. Eleito governador em 2002."
"M2002_SP_4_45_5601","VICE-GOVERNADOR","SP","2002","CLAUDIO SALVADOR LEMBO","assumiu_titular","2006-03-31","ato","","https://www.al.sp.gov.br/noticia/?id=265531","Cláudio Lembo assumirá o governo pelos nove meses restantes, de 31 de março a 31 de dezembro de 2006, conforme manda o artigo 38 da Constituição paulista.","http://www1.folha.uol.com.br/folha/brasil/ult96u77188.shtml","Cláudio Lembo (PFL) assumiu nesta sexta-feira o cargo de governador do Estado de São Paulo no lugar do tucano Geraldo Alckmin, que renunciou para concorrer à Presidência da República. Lembo tomou posse em cerimônia na Assembléia Legislativa","alta","Assumiu o governo em definitivo com posse na Alesp em 31/03/2006, depois da renúncia de Geraldo Alckmin (carta lida em 30/03/2006, com afastamento definitivo em 31/03/2006). Notícia da Folha Online publicada em 31/03/2006. Cargo de vice-governador vago de 31/03/2006 até o fim do mandato."
"M2006_SP_4_45_10107","VICE-GOVERNADOR","SP","2006","ALBERTO GOLDMAN","assumiu_titular","2010-04-02","ato","","https://www18.fgv.br/cpdoc/acervo/dicionarios/verbete-biografico/goldman-alberto","Assumiu oficialmente o Governo do estado de São Paulo em 02 de abril de 2010, devido à desincompatibilização e renúncia de José Serra para disputar as eleições presidenciais em Outubro.","https://www1.folha.uol.com.br/poder/2010/04/715682-serra-formaliza-renuncia-ao-governo-de-sao-paulo.shtml","me afasto definitivamente do cargo de Governador do Estado no dia 2 de abril de 2010."" O vice, Alberto Goldman, ex-deputado federal pelo mesmo partido, assumirá o governo paulista até o final da gestão, em dezembro.","alta","Assumiu o governo em definitivo em 02/04/2010 com a renúncia de José Serra e permaneceu até 01/01/2011 (CPDOC). A Folha (02/04/2010) transcreve a carta de Serra com afastamento no dia 2 de abril. Não localizei notícia da cerimônia de posse na Alesp. Cargo de vice-governador vago de 02/04/2010 até o fim do mandato."
"M2014_SP_4_45_250000001673","VICE-GOVERNADOR","SP","2014","MÁRCIO LUIZ FRANÇA GOMES","assumiu_titular","2018-04-06","ato","","https://www1.folha.uol.com.br/poder/2018/04/alckmin-baixa-tom-em-criticas-ao-pt-ao-deixar-governo-franca-cutuca-doria.shtml","O vice, Márcio França (PSB), assumiu o governo com um discurso pautado pelo valor da lealdade, no que deve ser a tônica de sua campanha à reeleição contra o agora ex-prefeito João Doria (PSDB).","https://www.camara.leg.br/deputados/141497/biografia","Vice-Governador(a), SP, Partido: PSB, Período: 2015 a 2018; Governador(a), SP, Partido: PSB, Período: 2018 a 2019.","media","Assumiu o governo em definitivo em 06/04/2018 com a renúncia de Geraldo Alckmin (Folha, 06/04/2018, que relata a transmissão do cargo 'nesta sexta-feira (6)'). A biografia na Câmara confirma a passagem de vice a governador em 2018 sem dar a data, por isso a confiança é média. Cargo de vice-governador vago de 06/04/2018 até o fim do mandato. Candidato derrotado ao governo em 2018."
"M2018_SP_4_45_250000612597","VICE-GOVERNADOR","SP","2018","RODRIGO GARCIA","assumiu_titular","2022-04-01","ato","","https://g1.globo.com/sp/sao-paulo/noticia/2022/04/01/rodrigo-garcia-toma-posse-como-governador-de-sp.ghtml","Rodrigo Garcia ( PSDB ), eleito como vice-governador na chapa com João Doria nas eleições de 2018, tomou posse como novo governador de São Paulo na manhã desta sexta-feira (1°).","https://www1.folha.uol.com.br/poder/2022/04/rodrigo-antecipa-tom-de-campanha-em-1a-agenda-como-governador-de-sp.shtml","O tucano assumiu o Governo de São Paulo após a renúncia de Doria na quinta-feira (31).","alta","Assumiu o governo em definitivo com posse em 01/04/2022, dada pelo presidente da Alesp em cerimônia no Bom Prato de Paraisópolis, depois da renúncia de João Doria em 31/03/2022. A Folha (01/04/2022) registra que ele assinou o livro de posse no restaurante. forma_atual (renuncia, vinda do Wikidata) está errada, porque o vice passou a titular. O verbete do CPDOC diz 'Tomou posse como governador em março de 2022', divergindo por um dia das duas fontes de imprensa. Cargo de vice-governador vago de 01/04/2022 até o fim do mandato. Disputou o governo em 2022 (CPDOC)."
"M2006_TO_3_15_10254","GOVERNADOR","TO","2006","MARCELO DE CARVALHO MIRANDA","cassacao","2009-09-08","ato","Carlos Henrique Gaguim (presidente da ALE-TO, interino e depois eleito indiretamente)","https://www1.folha.uol.com.br/fsp/brasil/fc0909200912.htm","O TSE (Tribunal Superior Eleitoral) confirmou na noite de ontem, por unanimidade, a cassação do mandato do governador do Tocantins, Marcelo Miranda (PMDB), e de seu vice, Paulo Sidnei Antunes (PPS), por abuso de poder político em 2006","https://g1.globo.com/to/tocantins/noticia/2019/01/01/tocantins-ja-teve-sete-governadores-mas-apenas-quatro-foram-eleitos-pelo-povo.ghtml","Carlos Gaguim - Era presidente da Assembleia Legislativa e assumiu em 9 de setembro de 2009 após a primeira cassação de Marcelo Miranda.","alta","O TSE julgou a cassação em 25/06/2009 (ConJur, 26/06/2009; a Folha fala em 26 de junho) e deixou a execução para depois dos embargos. Na noite de 08/09/2009 rejeitou os embargos e determinou saída imediata e eleição indireta pela ALE-TO (Folha, 09/09/2009). Nas edições 2970 (04/09/2009) e 2971 (09/09/2009) do DOE-TO, os atos mais recentes assinados por Miranda são de 04/09/2009. Gaguim assumiu interinamente em 09/09/2009 e foi eleito indiretamente depois; não abri fonte com a data dessa eleição (link da Secom-TO fora do ar no período eleitoral)."
